"Season","Name","LastName","FirstName","Number","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftOverall","GP","G","A","P","PlusMinus","PIM"
20132014,"Mark Arcobello","Arcobello","Mark",33,"EDM","R","R","1988-08-12","Milford","USA","CT","USA",68,174,NA,NA,NA,41,4,14,18,-7,8
20142015,"Mark Arcobello","Arcobello","Mark",33,"EDM, NSH, PIT, ARI","R","R","1988-08-12","Milford","USA","CT","USA",68,174,NA,NA,NA,77,17,14,31,-10,20
20152016,"Mark Arcobello","Arcobello","Mark",33,"TOR","R","R","1988-08-12","Milford","USA","CT","USA",68,174,NA,NA,NA,20,3,1,4,0,0
20022003,"Denis Arkhipov","Arkhipov","Denis",19,"NSH","C","L","1979-05-19","Kazan","RUS",NA,"RUS",75,215,1998,3,60,79,11,24,35,-18,32
20032004,"Denis Arkhipov","Arkhipov","Denis",19,"NSH","C","L","1979-05-19","Kazan","RUS",NA,"RUS",75,215,1998,3,60,72,9,12,21,-2,22
20062007,"Denis Arkhipov","Arkhipov","Denis",19,"CHI","C","L","1979-05-19","Kazan","RUS",NA,"RUS",75,215,1998,3,60,79,10,17,27,-13,54
20142015,"Joel Armia","Armia","Joel",40,"BUF","R","R","1993-05-31","Pori","FIN",NA,"FIN",75,205,2011,1,16,1,0,0,0,0,0
20152016,"Joel Armia","Armia","Joel",40,"WPG","R","R","1993-05-31","Pori","FIN",NA,"FIN",75,205,2011,1,16,43,4,6,10,2,12
20032004,"Chris Armstrong","Armstrong","Chris",41,"ANA","D","L","1975-06-26","Regina","CAN","SK","CAN",72,203,1993,3,57,4,0,1,1,-1,0
20052006,"Colby Armstrong","Armstrong","Colby",20,"PIT","R","R","1982-11-23","Lloydminster","CAN","SK","CAN",74,185,2001,1,21,47,16,24,40,15,58
20062007,"Colby Armstrong","Armstrong","Colby",20,"PIT","R","R","1982-11-23","Lloydminster","CAN","SK","CAN",74,185,2001,1,21,80,12,22,34,2,67
20072008,"Colby Armstrong","Armstrong","Colby",20,"PIT, ATL","R","R","1982-11-23","Lloydminster","CAN","SK","CAN",74,185,2001,1,21,72,13,22,35,4,56
20082009,"Colby Armstrong","Armstrong","Colby",20,"ATL","R","R","1982-11-23","Lloydminster","CAN","SK","CAN",74,185,2001,1,21,82,22,18,40,5,75
20092010,"Colby Armstrong","Armstrong","Colby",20,"ATL","R","R","1982-11-23","Lloydminster","CAN","SK","CAN",74,185,2001,1,21,79,15,14,29,6,61
20102011,"Colby Armstrong","Armstrong","Colby",20,"TOR","R","R","1982-11-23","Lloydminster","CAN","SK","CAN",74,185,2001,1,21,50,8,15,23,-1,38
20112012,"Colby Armstrong","Armstrong","Colby",20,"TOR","R","R","1982-11-23","Lloydminster","CAN","SK","CAN",74,185,2001,1,21,29,1,2,3,-8,9
20122013,"Colby Armstrong","Armstrong","Colby",20,"MTL","R","R","1982-11-23","Lloydminster","CAN","SK","CAN",74,185,2001,1,21,37,2,3,5,1,12
20022003,"Derek Armstrong","Armstrong","Derek",17,"LAK","C","R","1973-04-23","Ottawa","CAN","ON","CAN",72,197,1992,6,128,66,12,26,38,5,30
20032004,"Derek Armstrong","Armstrong","Derek",17,"LAK","C","R","1973-04-23","Ottawa","CAN","ON","CAN",72,197,1992,6,128,57,14,21,35,4,33
20052006,"Derek Armstrong","Armstrong","Derek",17,"LAK","C","R","1973-04-23","Ottawa","CAN","ON","CAN",72,197,1992,6,128,62,13,28,41,-2,46
20062007,"Derek Armstrong","Armstrong","Derek",17,"LAK","C","R","1973-04-23","Ottawa","CAN","ON","CAN",72,197,1992,6,128,67,11,33,44,13,62
20072008,"Derek Armstrong","Armstrong","Derek",17,"LAK","C","R","1973-04-23","Ottawa","CAN","ON","CAN",72,197,1992,6,128,77,8,27,35,4,63
20082009,"Derek Armstrong","Armstrong","Derek",17,"LAK","C","R","1973-04-23","Ottawa","CAN","ON","CAN",72,197,1992,6,128,56,5,4,9,-11,63
20092010,"Derek Armstrong","Armstrong","Derek",17,"STL","C","R","1973-04-23","Ottawa","CAN","ON","CAN",72,197,1992,6,128,6,0,0,0,-2,2
20082009,"Riley Armstrong","Armstrong","Riley",40,"SJS","C","R","1984-11-08","Lloydminster","CAN","SK","CAN",71,185,NA,NA,NA,2,0,0,0,-1,2
20022003,"Tyler Arnason","Arnason","Tyler",39,"CHI","C","L","1979-03-16","OklahomaCity","USA","OK","USA",71,204,1998,7,183,82,19,20,39,7,20
20032004,"Tyler Arnason","Arnason","Tyler",39,"CHI","C","L","1979-03-16","OklahomaCity","USA","OK","USA",71,204,1998,7,183,82,22,33,55,-13,16
20052006,"Tyler Arnason","Arnason","Tyler",39,"CHI, OTT","C","L","1979-03-16","OklahomaCity","USA","OK","USA",71,204,1998,7,183,79,13,32,45,1,44
20062007,"Tyler Arnason","Arnason","Tyler",39,"COL","C","L","1979-03-16","OklahomaCity","USA","OK","USA",71,204,1998,7,183,82,16,33,49,-8,26
20072008,"Tyler Arnason","Arnason","Tyler",39,"COL","C","L","1979-03-16","OklahomaCity","USA","OK","USA",71,204,1998,7,183,70,10,21,31,-1,16
20082009,"Tyler Arnason","Arnason","Tyler",39,"COL","C","L","1979-03-16","OklahomaCity","USA","OK","USA",71,204,1998,7,183,71,5,17,22,-16,14
20102011,"Jamie Arniel","Arniel","Jamie",72,"BOS","C","R","1989-11-16","Kingston","CAN","ON","CAN",71,183,2008,4,97,1,0,0,0,-1,0
20132014,"Bill Arnold","Arnold","Bill",46,"CGY","C","R","1992-05-13","Boston","USA","MA","USA",72,193,2010,4,108,1,0,0,0,-1,0
20022003,"Jason Arnott","Arnott","Jason",44,"DAL","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,72,23,24,47,9,51
20032004,"Jason Arnott","Arnott","Jason",44,"DAL","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,73,21,36,57,23,66
20052006,"Jason Arnott","Arnott","Jason",44,"DAL","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,81,32,44,76,13,102
20062007,"Jason Arnott","Arnott","Jason",44,"NSH","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,68,27,27,54,15,48
20072008,"Jason Arnott","Arnott","Jason",44,"NSH","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,79,28,44,72,19,54
20082009,"Jason Arnott","Arnott","Jason",44,"NSH","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,65,33,24,57,2,49
20092010,"Jason Arnott","Arnott","Jason",44,"NSH","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,63,19,27,46,0,26
20102011,"Jason Arnott","Arnott","Jason",44,"NJD, WSH","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,73,17,14,31,-6,40
20112012,"Jason Arnott","Arnott","Jason",44,"STL","C","R","1974-10-11","Collingwood","CAN","ON","CAN",77,220,1993,1,7,72,17,17,34,13,26
20092010,"Dean Arsene","Arsene","Dean",2,"EDM","D","L","1980-07-20","Murrayville","CAN","BC","CAN",74,205,NA,NA,NA,13,0,0,0,-3,41
20052006,"Evgeny Artyukhin","Artyukhin","Evgeny",76,"TBL","R","L","1983-04-04","Moscow","RUS",NA,"RUS",76,255,2001,3,94,72,4,13,17,-4,90
20082009,"Evgeny Artyukhin","Artyukhin","Evgeny",76,"TBL","R","L","1983-04-04","Moscow","RUS",NA,"RUS",76,255,2001,3,94,73,6,10,16,1,151
20092010,"Evgeny Artyukhin","Artyukhin","Evgeny",76,"ANA, ATL","R","L","1983-04-04","Moscow","RUS",NA,"RUS",76,255,2001,3,94,54,9,7,16,-4,72
20022003,"Magnus Arvedson","Arvedson","Magnus",21,"OTT","L","R","1971-11-25","Karlstad","SWE",NA,"SWE",74,198,1997,5,119,80,16,21,37,13,48
20032004,"Magnus Arvedson","Arvedson","Magnus",21,"VAN","L","R","1971-11-25","Karlstad","SWE",NA,"SWE",74,198,1997,5,119,41,8,7,15,7,12
20142015,"Viktor Arvidsson","Arvidsson","Viktor",38,"NSH","L","R","1993-04-08","Skellefte√","SWE",NA,"SWE",69,180,2014,4,112,6,0,0,0,0,0
20152016,"Viktor Arvidsson","Arvidsson","Viktor",38,"NSH","L","R","1993-04-08","Skellefte√","SWE",NA,"SWE",69,180,2014,4,112,56,8,8,16,-8,35
20022003,"Arron Asham","Asham","Arron",45,"NYI","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,78,15,19,34,1,57
20032004,"Arron Asham","Asham","Arron",45,"NYI","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,79,12,12,24,-12,92
20052006,"Arron Asham","Asham","Arron",45,"NYI","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,63,9,15,24,-5,103
20062007,"Arron Asham","Asham","Arron",45,"NYI","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,80,11,12,23,3,63
20072008,"Arron Asham","Asham","Arron",45,"NJD","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,77,6,4,10,-6,84
20082009,"Arron Asham","Asham","Arron",45,"PHI","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,78,8,12,20,0,155
20092010,"Arron Asham","Asham","Arron",45,"PHI","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,72,10,14,24,-2,126
20102011,"Arron Asham","Asham","Arron",45,"PIT","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,44,5,6,11,0,46
20112012,"Arron Asham","Asham","Arron",45,"PIT","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,64,5,11,16,-5,76
20122013,"Arron Asham","Asham","Arron",45,"NYR","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,27,2,0,2,2,50
20132014,"Arron Asham","Asham","Arron",45,"NYR","R","R","1978-04-13","PortageLaPrairie","CAN","MB","CAN",71,210,1996,3,71,6,0,0,0,-5,14
20112012,"Carter Ashton","Ashton","Carter",37,"TOR","R","L","1991-04-01","Winnipeg","CAN","MB","CAN",75,215,2009,1,29,15,0,0,0,-10,13
20132014,"Carter Ashton","Ashton","Carter",37,"TOR","R","L","1991-04-01","Winnipeg","CAN","MB","CAN",75,215,2009,1,29,32,0,3,3,1,19
20142015,"Carter Ashton","Ashton","Carter",37,"TOR","R","L","1991-04-01","Winnipeg","CAN","MB","CAN",75,215,2009,1,29,7,0,0,0,-3,0
20152016,"Andreas Athanasiou","Athanasiou","Andreas",72,"DET","C","L","1994-08-06","London","CAN","ON","CAN",74,192,2012,4,110,37,9,5,14,1,5
20112012,"Cam Atkinson","Atkinson","Cam",13,"CBJ","R","R","1989-06-05","Riverside","USA","CT","USA",68,180,2008,6,157,27,7,7,14,1,14
20122013,"Cam Atkinson","Atkinson","Cam",13,"CBJ","R","R","1989-06-05","Riverside","USA","CT","USA",68,180,2008,6,157,35,9,9,18,9,4
20132014,"Cam Atkinson","Atkinson","Cam",13,"CBJ","R","R","1989-06-05","Riverside","USA","CT","USA",68,180,2008,6,157,79,21,19,40,-4,18
20142015,"Cam Atkinson","Atkinson","Cam",13,"CBJ","R","R","1989-06-05","Riverside","USA","CT","USA",68,180,2008,6,157,78,22,18,40,-2,22
20152016,"Cam Atkinson","Atkinson","Cam",13,"CBJ","R","R","1989-06-05","Riverside","USA","CT","USA",68,180,2008,6,157,81,27,26,53,-8,22
20022003,"Serge Aubin","Aubin","Serge",10,"COL","C","L","1975-02-15","ValDor","CAN","QC","CAN",73,200,1994,7,161,66,4,6,10,-2,64
20032004,"Serge Aubin","Aubin","Serge",10,"ATL","C","L","1975-02-15","ValDor","CAN","QC","CAN",73,200,1994,7,161,66,10,15,25,0,73
20052006,"Serge Aubin","Aubin","Serge",10,"ATL","C","L","1975-02-15","ValDor","CAN","QC","CAN",73,200,1994,7,161,74,7,17,24,-4,79
20022003,"Adrian Aucoin","Aucoin","Adrian",33,"NYI","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,73,8,27,35,-5,70
20032004,"Adrian Aucoin","Aucoin","Adrian",33,"NYI","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,81,13,31,44,29,54
20052006,"Adrian Aucoin","Aucoin","Adrian",33,"CHI","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,33,1,5,6,-13,38
20062007,"Adrian Aucoin","Aucoin","Adrian",33,"CHI","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,59,4,12,16,-22,50
20072008,"Adrian Aucoin","Aucoin","Adrian",33,"CGY","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,76,10,25,35,13,37
20082009,"Adrian Aucoin","Aucoin","Adrian",33,"CGY","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,81,10,24,34,-8,46
20092010,"Adrian Aucoin","Aucoin","Adrian",33,"PHX","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,82,8,20,28,2,56
20102011,"Adrian Aucoin","Aucoin","Adrian",33,"PHX","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,75,3,19,22,18,52
20112012,"Adrian Aucoin","Aucoin","Adrian",33,"PHX","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,64,2,7,9,14,42
20122013,"Adrian Aucoin","Aucoin","Adrian",33,"CBJ","D","R","1973-07-03","Ottawa","CAN","ON","CAN",74,215,1992,5,117,36,0,4,4,-8,16
20052006,"Keith Aucoin","Aucoin","Keith",15,"CAR","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,7,0,1,1,-4,4
20062007,"Keith Aucoin","Aucoin","Keith",15,"CAR","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,8,0,1,1,1,0
20072008,"Keith Aucoin","Aucoin","Keith",15,"CAR","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,38,5,8,13,3,10
20082009,"Keith Aucoin","Aucoin","Keith",15,"WSH","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,12,2,4,6,5,4
20092010,"Keith Aucoin","Aucoin","Keith",15,"WSH","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,9,1,4,5,-2,0
20102011,"Keith Aucoin","Aucoin","Keith",15,"WSH","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,1,0,0,0,0,0
20112012,"Keith Aucoin","Aucoin","Keith",15,"WSH","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,27,3,8,11,4,0
20122013,"Keith Aucoin","Aucoin","Keith",15,"NYI","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,41,6,6,12,-1,4
20132014,"Keith Aucoin","Aucoin","Keith",15,"STL","C","L","1978-11-06","Waltham","USA","MA","USA",68,171,NA,NA,NA,2,0,0,0,-3,0
20022003,"Donald Audette","Audette","Donald",28,"MTL","R","R","1969-09-23","Laval","CAN","QC","CAN",68,191,1989,9,183,54,11,12,23,-7,19
20032004,"Donald Audette","Audette","Donald",28,"MTL, FLA","R","R","1969-09-23","Laval","CAN","QC","CAN",68,191,1989,9,183,51,9,12,21,-13,38
20102011,"Keith Aulie","Aulie","Keith",22,"TOR","D","L","1989-06-11","Rouleau","CAN","SK","CAN",78,222,2007,4,116,40,2,0,2,-1,32
20112012,"Keith Aulie","Aulie","Keith",22,"TOR, TBL","D","L","1989-06-11","Rouleau","CAN","SK","CAN",78,222,2007,4,116,36,0,3,3,-7,29
20122013,"Keith Aulie","Aulie","Keith",22,"TBL","D","L","1989-06-11","Rouleau","CAN","SK","CAN",78,222,2007,4,116,45,2,5,7,1,60
20132014,"Keith Aulie","Aulie","Keith",22,"TBL","D","L","1989-06-11","Rouleau","CAN","SK","CAN",78,222,2007,4,116,15,0,1,1,-3,9
20142015,"Keith Aulie","Aulie","Keith",22,"EDM","D","L","1989-06-11","Rouleau","CAN","SK","CAN",78,222,2007,4,116,31,0,1,1,-3,66
20022003,"Jared Aulin","Aulin","Jared",31,"LAK","C","R","1982-03-15","Calgary","CAN","AB","CAN",72,192,2000,2,47,17,2,2,4,-3,0
20022003,"Sean Avery","Avery","Sean",16,"DET, LAK","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,51,6,9,15,7,153
20032004,"Sean Avery","Avery","Sean",16,"LAK","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,76,9,19,28,2,261
20052006,"Sean Avery","Avery","Sean",16,"LAK","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,75,15,24,39,-5,257
20062007,"Sean Avery","Avery","Sean",16,"LAK, NYR","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,84,18,30,48,1,174
20072008,"Sean Avery","Avery","Sean",16,"NYR","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,57,15,18,33,6,154
20082009,"Sean Avery","Avery","Sean",16,"DAL, NYR","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,41,8,14,22,6,111
20092010,"Sean Avery","Avery","Sean",16,"NYR","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,69,11,20,31,0,160
20102011,"Sean Avery","Avery","Sean",16,"NYR","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,76,3,21,24,-4,174
20112012,"Sean Avery","Avery","Sean",16,"NYR","L","L","1980-04-10","NorthYork","CAN","ON","CAN",70,195,NA,NA,NA,15,3,0,3,2,21
20022003,"P.J. Axelsson","Axelsson","P.J.",11,"BOS","L","L","1975-02-26","Kungalv","SWE",NA,"SWE",73,188,1995,7,177,66,17,19,36,8,24
20032004,"P.J. Axelsson","Axelsson","P.J.",11,"BOS","L","L","1975-02-26","Kungalv","SWE",NA,"SWE",73,188,1995,7,177,68,6,14,20,2,42
20052006,"P.J. Axelsson","Axelsson","P.J.",11,"BOS","L","L","1975-02-26","Kungalv","SWE",NA,"SWE",73,188,1995,7,177,59,10,18,28,-3,4
20062007,"P.J. Axelsson","Axelsson","P.J.",11,"BOS","L","L","1975-02-26","Kungalv","SWE",NA,"SWE",73,188,1995,7,177,55,11,16,27,-10,52
20072008,"P.J. Axelsson","Axelsson","P.J.",11,"BOS","L","L","1975-02-26","Kungalv","SWE",NA,"SWE",73,188,1995,7,177,75,13,16,29,11,15
20082009,"P.J. Axelsson","Axelsson","P.J.",11,"BOS","L","L","1975-02-26","Kungalv","SWE",NA,"SWE",73,188,1995,7,177,75,6,24,30,-1,16
20032004,"Anton Babchuk","Babchuk","Anton",33,"CHI","D","R","1984-05-06","Kiev","UKR",NA,"UKR",77,200,2002,1,21,5,0,2,2,-1,2
20052006,"Anton Babchuk","Babchuk","Anton",33,"CHI, CAR","D","R","1984-05-06","Kiev","UKR",NA,"UKR",77,200,2002,1,21,39,5,5,10,-7,22
20062007,"Anton Babchuk","Babchuk","Anton",33,"CAR","D","R","1984-05-06","Kiev","UKR",NA,"UKR",77,200,2002,1,21,52,2,12,14,-6,30
20082009,"Anton Babchuk","Babchuk","Anton",33,"CAR","D","R","1984-05-06","Kiev","UKR",NA,"UKR",77,200,2002,1,21,72,16,19,35,13,16
20102011,"Anton Babchuk","Babchuk","Anton",33,"CAR, CGY","D","R","1984-05-06","Kiev","UKR",NA,"UKR",77,200,2002,1,21,82,11,24,35,14,32
20112012,"Anton Babchuk","Babchuk","Anton",33,"CGY","D","R","1984-05-06","Kiev","UKR",NA,"UKR",77,200,2002,1,21,32,2,8,10,2,6
20122013,"Anton Babchuk","Babchuk","Anton",33,"CGY","D","R","1984-05-06","Kiev","UKR",NA,"UKR",77,200,2002,1,21,7,0,1,1,-1,0
20062007,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,49,10,13,23,6,37
20072008,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,72,13,18,31,-11,99
20082009,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,82,31,23,54,-3,165
20092010,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,79,17,31,48,-4,106
20102011,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,82,31,31,62,32,93
20112012,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,82,24,30,54,15,101
20122013,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,48,6,22,28,5,62
20132014,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,74,27,30,57,14,119
20142015,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,80,26,32,58,7,104
20152016,"David Backes","Backes","David",42,"STL","R","R","1984-05-01","Minneapolis","USA","MN","USA",75,221,2003,2,62,79,21,24,45,4,83
20082009,"Mikael Backlund","Backlund","Mikael",11,"CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,1,0,0,0,0,0
20092010,"Mikael Backlund","Backlund","Mikael",11,"CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,23,1,9,10,5,6
20102011,"Mikael Backlund","Backlund","Mikael",11,"CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,73,10,15,25,4,18
20112012,"Mikael Backlund","Backlund","Mikael",11,"CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,41,4,7,11,-13,16
20122013,"Mikael Backlund","Backlund","Mikael",11,"CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,32,8,8,16,-6,29
20132014,"Mikael Backlund","Backlund","Mikael",11,"CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,76,18,21,39,4,32
20142015,"Mikael Backlund","Backlund","Mikael",11,"CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,52,10,17,27,4,14
20152016,"Mikael Backlund","Backlund","Mikael",11,"CGY","C","L","1989-03-17","Vasteras","SWE",NA,"SWE",73,199,2007,1,24,82,21,26,47,10,28
20022003,"Christian Backman","Backman","Christian",5,"STL","D","L","1980-04-28","Gothenburg","SWE",NA,"SWE",76,210,1998,1,24,4,0,0,0,-3,0
20032004,"Christian Backman","Backman","Christian",5,"STL","D","L","1980-04-28","Gothenburg","SWE",NA,"SWE",76,210,1998,1,24,66,5,13,18,3,16
20052006,"Christian Backman","Backman","Christian",5,"STL","D","L","1980-04-28","Gothenburg","SWE",NA,"SWE",76,210,1998,1,24,52,6,12,18,-15,48
20062007,"Christian Backman","Backman","Christian",5,"STL","D","L","1980-04-28","Gothenburg","SWE",NA,"SWE",76,210,1998,1,24,61,7,11,18,13,36
20072008,"Christian Backman","Backman","Christian",5,"STL, NYR","D","L","1980-04-28","Gothenburg","SWE",NA,"SWE",76,210,1998,1,24,63,3,15,18,-2,50
20082009,"Christian Backman","Backman","Christian",5,"CBJ","D","L","1980-04-28","Gothenburg","SWE",NA,"SWE",76,210,1998,1,24,56,2,5,7,5,32
20072008,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,82,14,55,69,13,24
20082009,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,82,22,66,88,16,46
20092010,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,82,33,68,101,37,50
20102011,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,77,18,47,65,24,40
20112012,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,42,14,30,44,-4,24
20122013,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,48,8,40,48,8,20
20132014,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,82,18,61,79,-20,54
20142015,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,82,18,60,78,5,40
20152016,"Nicklas Backstrom","Backstrom","Nicklas",19,"WSH","C","L","1987-11-23","G√vle","SWE",NA,"SWE",73,213,2006,1,4,75,20,50,70,17,36
20112012,"Sven Baertschi","Baertschi","Sven",47,"CGY","L","L","1992-10-05","Bern","CHE",NA,"CHE",71,190,2011,1,13,5,3,0,3,2,4
20122013,"Sven Baertschi","Baertschi","Sven",47,"CGY","L","L","1992-10-05","Bern","CHE",NA,"CHE",71,190,2011,1,13,20,3,7,10,0,6
20132014,"Sven Baertschi","Baertschi","Sven",47,"CGY","L","L","1992-10-05","Bern","CHE",NA,"CHE",71,190,2011,1,13,26,2,9,11,-4,6
20142015,"Sven Baertschi","Baertschi","Sven",47,"CGY, VAN","L","L","1992-10-05","Bern","CHE",NA,"CHE",71,190,2011,1,13,18,2,4,6,-3,10
20152016,"Sven Baertschi","Baertschi","Sven",47,"VAN","L","L","1992-10-05","Bern","CHE",NA,"CHE",71,190,2011,1,13,69,15,13,28,-14,14
20102011,"Drew Bagnall","Bagnall","Drew",24,"MIN","D","L","1983-10-26","Oakbank","CAN","MB","CAN",75,220,2003,6,195,2,0,0,0,-2,4
20142015,"Casey Bailey","Bailey","Casey",37,"TOR","R","R","1991-10-27","Anchorage","USA","AK","USA",75,195,NA,NA,NA,6,1,0,1,1,2
20082009,"Josh Bailey","Bailey","Josh",12,"NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,68,7,18,25,-14,16
20092010,"Josh Bailey","Bailey","Josh",12,"NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,73,16,19,35,5,18
20102011,"Josh Bailey","Bailey","Josh",12,"NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,70,11,17,28,-13,37
20112012,"Josh Bailey","Bailey","Josh",12,"NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,80,13,19,32,-10,32
20122013,"Josh Bailey","Bailey","Josh",12,"NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,38,11,8,19,7,6
20132014,"Josh Bailey","Bailey","Josh",12,"NYI","R","L","1989-10-02","Bowmanville","CAN","ON","CAN",73,210,2008,1,9,77,8,30,38,-8,26
