"Season","Name","LastName","FirstName","Number","Teams","Position","ShootsCatches","Birthdate","CityOfBirth","CountryOfBirth","StateProvince","Nationality","Height","Weight","DraftYear","DraftRound","DraftOverall","GP","Started","W","L","Ties","OTL"
20032004,"Michael Leighton","Leighton","Michael",49,"CHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,34,33,6,18,8,0
20062007,"Michael Leighton","Leighton","Michael",49,"NSH, PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,5,4,2,2,0,0
20072008,"Michael Leighton","Leighton","Michael",49,"CAR","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,3,3,1,1,0,0
20082009,"Michael Leighton","Leighton","Michael",49,"CAR","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,19,14,6,7,0,2
20092010,"Michael Leighton","Leighton","Michael",49,"CAR, PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,34,31,17,9,0,2
20102011,"Michael Leighton","Leighton","Michael",49,"PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,1,1,1,0,0,0
20122013,"Michael Leighton","Leighton","Michael",49,"PHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,1,1,0,1,0,0
20152016,"Michael Leighton","Leighton","Michael",49,"CHI","G","L","1981-05-19","Petrolia","CAN","ON","CAN",75,186,1999,6,165,1,0,0,0,0,0
20052006,"David Leneveu","Leneveu","David",29,"PHX","G","L","1983-05-23","Fernie","CAN","BC","CAN",73,190,2002,2,46,15,12,3,8,0,2
20062007,"David Leneveu","Leneveu","David",29,"PHX","G","L","1983-05-23","Fernie","CAN","BC","CAN",73,190,2002,2,46,6,3,2,1,0,0
20102011,"David Leneveu","Leneveu","David",29,"CBJ","G","L","1983-05-23","Fernie","CAN","BC","CAN",73,190,2002,2,46,1,0,0,0,0,0
20132014,"Nathan Lieuwen","Lieuwen","Nathan",50,"BUF","G","L","1991-08-08","Abbotsford","CAN","BC","CAN",77,189,2011,6,167,7,5,1,4,0,0
20102011,"Anders Lindback","Lindback","Anders",29,"NSH","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,22,18,11,5,0,2
20112012,"Anders Lindback","Lindback","Anders",29,"NSH","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,16,10,5,8,0,0
20122013,"Anders Lindback","Lindback","Anders",29,"TBL","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,24,21,10,10,0,1
20132014,"Anders Lindback","Lindback","Anders",29,"TBL","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,23,18,8,12,0,2
20142015,"Anders Lindback","Lindback","Anders",29,"DAL, BUF","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,26,22,6,16,0,2
20152016,"Anders Lindback","Lindback","Anders",29,"ARI","G","L","1988-05-03","G√vle","SWE",NA,"SWE",78,215,2008,7,207,19,13,5,7,0,1
20152016,"Charlie Lindgren","Lindgren","Charlie",40,"MTL","G","R","1993-12-18","Lakeville","USA","MN","USA",74,190,NA,NA,NA,1,1,1,0,0,0
20022003,"Neil Little","Little","Neil",35,"PHI","G","L","1971-12-18","MedicineHat","CAN","AB","CAN",73,190,1991,11,226,0,0,0,0,0,0
20032004,"Neil Little","Little","Neil",35,"PHI","G","L","1971-12-18","MedicineHat","CAN","AB","CAN",73,190,1991,11,226,1,0,0,1,0,0
20052006,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,53,49,30,12,0,9
20062007,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,70,69,37,22,0,8
20072008,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,72,72,37,24,0,10
20082009,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,70,70,38,25,0,7
20092010,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,73,72,35,27,0,10
20102011,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,68,67,36,27,0,5
20112012,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,62,62,39,18,0,5
20122013,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,43,43,24,16,0,3
20132014,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,63,62,33,24,0,5
20142015,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,46,46,30,13,0,3
20152016,"Henrik Lundqvist","Lundqvist","Henrik",30,"NYR","G","L","1982-03-02","Are","SWE",NA,"SWE",73,188,2000,7,205,65,64,35,21,0,7
20022003,"Roberto Luongo","Luongo","Roberto",1,"FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,65,62,20,34,7,0
20032004,"Roberto Luongo","Luongo","Roberto",1,"FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,72,72,25,33,14,0
20052006,"Roberto Luongo","Luongo","Roberto",1,"FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,75,72,35,30,0,9
20062007,"Roberto Luongo","Luongo","Roberto",1,"VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,76,75,47,22,0,6
20072008,"Roberto Luongo","Luongo","Roberto",1,"VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,73,73,35,29,0,9
20082009,"Roberto Luongo","Luongo","Roberto",1,"VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,54,54,33,13,0,7
20092010,"Roberto Luongo","Luongo","Roberto",1,"VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,68,67,40,22,0,4
20102011,"Roberto Luongo","Luongo","Roberto",1,"VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,60,60,38,15,0,7
20112012,"Roberto Luongo","Luongo","Roberto",1,"VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,55,54,31,14,0,8
20122013,"Roberto Luongo","Luongo","Roberto",1,"VAN","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,20,18,9,6,0,3
20132014,"Roberto Luongo","Luongo","Roberto",1,"VAN, FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,56,56,25,23,0,7
20142015,"Roberto Luongo","Luongo","Roberto",1,"FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,61,61,28,19,0,12
20152016,"Roberto Luongo","Luongo","Roberto",1,"FLA","G","L","1979-04-04","Montreal","CAN","QC","CAN",75,217,1997,1,4,62,60,35,19,0,6
20062007,"Joey MacDonald","MacDonald","Joey",39,"DET, BOS","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,15,12,3,7,0,2
20072008,"Joey MacDonald","MacDonald","Joey",39,"NYI","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,2,2,0,1,0,1
20082009,"Joey MacDonald","MacDonald","Joey",39,"NYI","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,49,46,14,26,0,6
20092010,"Joey MacDonald","MacDonald","Joey",39,"TOR","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,6,5,1,4,0,0
20102011,"Joey MacDonald","MacDonald","Joey",39,"DET","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,15,9,5,5,0,3
20112012,"Joey MacDonald","MacDonald","Joey",39,"DET","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,14,12,8,5,0,1
20122013,"Joey MacDonald","MacDonald","Joey",39,"CGY","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,21,17,8,9,0,1
20132014,"Joey MacDonald","MacDonald","Joey",39,"CGY","G","L","1980-02-07","Pictou","CAN","NS","CAN",72,197,NA,NA,NA,11,9,5,4,0,1
20072008,"Drew MacIntyre","MacIntyre","Drew",NA,"VAN","G","L","1983-06-24","Charlottetown","CAN","PE","CAN",73,190,2001,4,121,2,0,0,1,0,0
20112012,"Drew MacIntyre","MacIntyre","Drew",NA,"BUF","G","L","1983-06-24","Charlottetown","CAN","PE","CAN",73,190,2001,4,121,2,0,0,0,0,0
20132014,"Drew MacIntyre","MacIntyre","Drew",NA,"TOR","G","L","1983-06-24","Charlottetown","CAN","PE","CAN",73,190,2001,4,121,2,1,0,1,0,0
20142015,"Andrey Makarov","Makarov","Andrey",1,"BUF","G","L","1993-04-20","Kazan","RUS",NA,"RUS",74,194,NA,NA,NA,1,1,0,1,0,0
20082009,"Peter Mannino","Mannino","Peter",34,"NYI","G","L","1984-02-17","FarmingtonHills","USA","MI","USA",73,195,NA,NA,NA,3,2,1,1,0,0
20102011,"Peter Mannino","Mannino","Peter",34,"ATL","G","L","1984-02-17","FarmingtonHills","USA","MI","USA",73,195,NA,NA,NA,2,0,0,0,0,0
20112012,"Peter Mannino","Mannino","Peter",34,"WPG","G","L","1984-02-17","FarmingtonHills","USA","MI","USA",73,195,NA,NA,NA,1,0,0,0,0,0
20022003,"Jussi Markkanen","Markkanen","Jussi",30,"EDM","G","L","1975-05-08","Imatra","FIN",NA,"FIN",72,182,2001,5,133,22,17,7,8,3,0
20032004,"Jussi Markkanen","Markkanen","Jussi",30,"NYR, EDM","G","L","1975-05-08","Imatra","FIN",NA,"FIN",72,182,2001,5,133,33,25,10,14,3,0
20052006,"Jussi Markkanen","Markkanen","Jussi",30,"EDM","G","L","1975-05-08","Imatra","FIN",NA,"FIN",72,182,2001,5,133,37,31,15,12,0,6
20062007,"Jussi Markkanen","Markkanen","Jussi",30,"EDM","G","L","1975-05-08","Imatra","FIN",NA,"FIN",72,182,2001,5,133,22,16,5,9,0,1
20102011,"Jacob Markstrom","Markstrom","Jacob",25,"FLA","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,1,0,0,1,0,0
20112012,"Jacob Markstrom","Markstrom","Jacob",25,"FLA","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,7,6,2,4,0,1
20122013,"Jacob Markstrom","Markstrom","Jacob",25,"FLA","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,23,23,8,14,0,1
20132014,"Jacob Markstrom","Markstrom","Jacob",25,"FLA, VAN","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,16,12,2,8,0,3
20142015,"Jacob Markstrom","Markstrom","Jacob",25,"VAN","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,3,2,1,1,0,0
20152016,"Jacob Markstrom","Markstrom","Jacob",25,"VAN","G","L","1990-01-31","G√vle","SWE",NA,"SWE",78,196,2008,2,31,33,30,13,14,0,4
20022003,"Chris Mason","Mason","Chris",30,"FLA","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,0,0,0,0,0,0
20032004,"Chris Mason","Mason","Chris",30,"NSH","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,17,9,4,4,1,0
20052006,"Chris Mason","Mason","Chris",30,"NSH","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,23,20,12,5,0,1
20062007,"Chris Mason","Mason","Chris",30,"NSH","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,40,38,24,11,0,4
20072008,"Chris Mason","Mason","Chris",30,"NSH","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,51,45,18,22,0,6
20082009,"Chris Mason","Mason","Chris",30,"STL","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,57,51,27,21,0,7
20092010,"Chris Mason","Mason","Chris",30,"STL","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,61,61,30,22,0,8
20102011,"Chris Mason","Mason","Chris",30,"ATL","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,33,28,13,13,0,3
20112012,"Chris Mason","Mason","Chris",30,"WPG","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,20,15,8,7,0,1
20122013,"Chris Mason","Mason","Chris",30,"NSH","G","L","1976-04-20","RedDeer","CAN","AB","CAN",72,198,1995,5,122,11,6,1,7,0,1
20082009,"Steve Mason","Mason","Steve",35,"CBJ","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,61,61,33,20,0,7
20092010,"Steve Mason","Mason","Steve",35,"CBJ","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,58,55,20,26,0,9
20102011,"Steve Mason","Mason","Steve",35,"CBJ","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,54,53,24,21,0,7
20112012,"Steve Mason","Mason","Steve",35,"CBJ","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,46,45,16,26,0,3
20122013,"Steve Mason","Mason","Steve",35,"CBJ, PHI","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,20,17,7,8,0,1
20132014,"Steve Mason","Mason","Steve",35,"PHI","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,61,60,33,18,0,7
20142015,"Steve Mason","Mason","Steve",35,"PHI","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,51,48,18,18,0,11
20152016,"Steve Mason","Mason","Steve",35,"PHI","G","R","1988-05-29","Oakville","CAN","ON","CAN",76,210,2006,3,69,54,53,23,19,0,10
20132014,"Marek Mazanec","Mazanec","Marek",39,"NSH","G","R","1991-07-18","Pisek","CZE",NA,"CZE",76,187,2012,6,179,25,22,8,10,0,4
20142015,"Marek Mazanec","Mazanec","Marek",39,"NSH","G","R","1991-07-18","Pisek","CZE",NA,"CZE",76,187,2012,6,179,2,1,0,1,0,0
20102011,"Tom McCollum","McCollum","Tom",38,"DET","G","L","1989-12-07","Amherst","USA","NY","USA",74,226,2008,1,30,1,0,0,0,0,0
20142015,"Tom McCollum","McCollum","Tom",38,"DET","G","L","1989-12-07","Amherst","USA","NY","USA",74,226,2008,1,30,2,0,1,0,0,0
20072008,"Curtis McElhinney","McElhinney","Curtis",30,"CGY","G","L","1983-05-23","London","CAN","ON","CAN",75,205,2002,6,176,5,1,0,2,0,0
20082009,"Curtis McElhinney","McElhinney","Curtis",30,"CGY","G","L","1983-05-23","London","CAN","ON","CAN",75,205,2002,6,176,14,6,1,6,0,1
20092010,"Curtis McElhinney","McElhinney","Curtis",30,"CGY, ANA","G","L","1983-05-23","London","CAN","ON","CAN",75,205,2002,6,176,20,14,8,5,0,2
20102011,"Curtis McElhinney","McElhinney","Curtis",30,"ANA, OTT","G","L","1983-05-23","London","CAN","ON","CAN",75,205,2002,6,176,28,22,9,13,0,1
20112012,"Curtis McElhinney","McElhinney","Curtis",30,"PHX","G","L","1983-05-23","London","CAN","ON","CAN",75,205,2002,6,176,2,1,1,0,0,0
20132014,"Curtis McElhinney","McElhinney","Curtis",30,"CBJ","G","L","1983-05-23","London","CAN","ON","CAN",75,205,2002,6,176,28,21,10,11,0,1
20142015,"Curtis McElhinney","McElhinney","Curtis",30,"CBJ","G","L","1983-05-23","London","CAN","ON","CAN",75,205,2002,6,176,32,28,12,14,0,2
20152016,"Curtis McElhinney","McElhinney","Curtis",30,"CBJ","G","L","1983-05-23","London","CAN","ON","CAN",75,205,2002,6,176,18,12,2,7,0,3
20082009,"Mike McKenna","McKenna","Mike",56,"TBL","G","R","1983-04-11","StLouis","USA","MO","USA",74,190,2002,6,172,15,14,4,8,0,1
20102011,"Mike McKenna","McKenna","Mike",56,"NJD","G","R","1983-04-11","StLouis","USA","MO","USA",74,190,2002,6,172,2,1,0,1,0,0
20132014,"Mike McKenna","McKenna","Mike",56,"CBJ","G","R","1983-04-11","StLouis","USA","MO","USA",74,190,2002,6,172,4,3,1,1,0,1
20142015,"Mike McKenna","McKenna","Mike",56,"ARI","G","R","1983-04-11","StLouis","USA","MO","USA",74,190,2002,6,172,1,1,0,1,0,0
20022003,"Jamie McLennan","McLennan","Jamie",2,"CGY","G","L","1971-06-30","Edmonton","CAN","AB","CAN",72,199,1991,3,48,22,17,2,11,4,0
20032004,"Jamie McLennan","McLennan","Jamie",2,"CGY, NYR","G","L","1971-06-30","Edmonton","CAN","AB","CAN",72,199,1991,3,48,30,28,13,12,3,0
20052006,"Jamie McLennan","McLennan","Jamie",2,"FLA","G","L","1971-06-30","Edmonton","CAN","AB","CAN",72,199,1991,3,48,17,9,2,4,0,2
20062007,"Jamie McLennan","McLennan","Jamie",2,"CGY","G","L","1971-06-30","Edmonton","CAN","AB","CAN",72,199,1991,3,48,9,8,3,5,0,1
20052006,"Robert McVicar","McVicar","Robert",34,"VAN","G","L","1982-01-15","Brandon","CAN","MB","CAN",76,202,2002,5,151,1,0,0,0,0,0
20022003,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,15,15,6,8,1,0
20032004,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,3,3,0,3,0,0
20052006,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,48,47,30,14,0,3
20062007,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,63,61,40,16,0,6
20072008,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,76,75,36,27,0,10
20082009,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,59,58,34,18,0,6
20092010,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,69,68,41,18,0,8
20102011,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,66,65,34,22,0,8
20112012,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,61,60,31,21,0,7
20122013,"Ryan Miller","Miller","Ryan",30,"BUF","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,40,39,17,17,0,5
20132014,"Ryan Miller","Miller","Ryan",30,"BUF, STL","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,59,59,25,30,0,4
20142015,"Ryan Miller","Miller","Ryan",30,"VAN","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,45,45,29,15,0,1
20152016,"Ryan Miller","Miller","Ryan",30,"VAN","G","L","1980-07-17","EastLansing","USA","MI","USA",74,168,1999,5,138,51,51,17,24,0,9
20082009,"Al Montoya","Montoya","Al",35,"PHX","G","L","1985-02-13","Chicago","USA","IL","USA",74,203,2004,1,6,5,4,3,1,0,0
20102011,"Al Montoya","Montoya","Al",35,"NYI","G","L","1985-02-13","Chicago","USA","IL","USA",74,203,2004,1,6,20,18,9,5,0,5
20112012,"Al Montoya","Montoya","Al",35,"NYI","G","L","1985-02-13","Chicago","USA","IL","USA",74,203,2004,1,6,31,26,9,11,0,5
20122013,"Al Montoya","Montoya","Al",35,"WPG","G","L","1985-02-13","Chicago","USA","IL","USA",74,203,2004,1,6,7,5,3,1,0,0
20132014,"Al Montoya","Montoya","Al",35,"WPG","G","L","1985-02-13","Chicago","USA","IL","USA",74,203,2004,1,6,28,22,13,8,0,3
20142015,"Al Montoya","Montoya","Al",35,"FLA","G","L","1985-02-13","Chicago","USA","IL","USA",74,203,2004,1,6,20,13,6,7,0,2
20152016,"Al Montoya","Montoya","Al",35,"FLA","G","L","1985-02-13","Chicago","USA","IL","USA",74,203,2004,1,6,25,22,12,7,0,3
20052006,"Michael Morrison","Morrison","Michael",33,"EDM, OTT","G","L","1979-07-11","Medford","USA","MA","USA",75,194,1998,7,186,25,18,11,4,0,3
20062007,"Michael Morrison","Morrison","Michael",33,"PHX","G","L","1979-07-11","Medford","USA","MA","USA",75,194,1998,7,186,4,3,0,3,0,0
20022003,"Tyler Moss","Moss","Tyler",30,"VAN","G","R","1975-06-29","Ottawa","CAN","ON","CAN",72,185,1993,2,29,1,0,0,0,0,0
20122013,"Petr Mrazek","Mrazek","Petr",34,"DET","G","L","1992-02-14","Ostrava","CZE",NA,"CZE",74,183,2010,5,141,2,2,1,1,0,0
20132014,"Petr Mrazek","Mrazek","Petr",34,"DET","G","L","1992-02-14","Ostrava","CZE",NA,"CZE",74,183,2010,5,141,9,6,2,4,0,0
20142015,"Petr Mrazek","Mrazek","Petr",34,"DET","G","L","1992-02-14","Ostrava","CZE",NA,"CZE",74,183,2010,5,141,29,26,16,9,0,2
20152016,"Petr Mrazek","Mrazek","Petr",34,"DET","G","L","1992-02-14","Ostrava","CZE",NA,"CZE",74,183,2010,5,141,54,49,27,16,0,6
20032004,"Adam Munro","Munro","Adam",30,"CHI","G","L","1982-11-12","StGeorge","CAN","ON","CAN",73,187,2001,1,29,7,7,1,5,1,0
20052006,"Adam Munro","Munro","Adam",30,"CHI","G","L","1982-11-12","StGeorge","CAN","ON","CAN",73,187,2001,1,29,10,10,3,5,0,2
20112012,"Mike Murphy","Murphy","Mike",70,"CAR","G","L","1989-01-15","Kingston","CAN","ON","CAN",71,172,2008,6,165,2,0,0,1,0,0
20152016,"Matt Murray","Murray","Matt",30,"PIT","G","L","1994-05-25","ThunderBay","CAN","ON","CAN",76,178,2012,3,83,13,13,9,2,0,1
20022003,"Evgeni Nabokov","Nabokov","Evgeni",20,"SJS","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,55,55,19,28,8,0
20032004,"Evgeni Nabokov","Nabokov","Evgeni",20,"SJS","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,59,57,31,19,8,0
20052006,"Evgeni Nabokov","Nabokov","Evgeni",20,"SJS","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,45,44,16,19,0,7
20062007,"Evgeni Nabokov","Nabokov","Evgeni",20,"SJS","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,50,49,25,16,0,4
20072008,"Evgeni Nabokov","Nabokov","Evgeni",20,"SJS","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,77,77,46,21,0,8
20082009,"Evgeni Nabokov","Nabokov","Evgeni",20,"SJS","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,62,62,41,12,0,8
20092010,"Evgeni Nabokov","Nabokov","Evgeni",20,"SJS","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,71,71,44,16,0,10
20112012,"Evgeni Nabokov","Nabokov","Evgeni",20,"NYI","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,42,41,19,18,0,3
20122013,"Evgeni Nabokov","Nabokov","Evgeni",20,"NYI","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,41,41,23,11,0,7
20132014,"Evgeni Nabokov","Nabokov","Evgeni",20,"NYI","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,40,39,15,14,0,8
20142015,"Evgeni Nabokov","Nabokov","Evgeni",20,"TBL","G","L","1975-07-25","Kamenogorsk","KAZ",NA,"RUS",72,202,1994,9,219,11,9,3,6,0,2
20082009,"Michal Neuvirth","Neuvirth","Michal",30,"WSH","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,5,3,2,1,0,0
20092010,"Michal Neuvirth","Neuvirth","Michal",30,"WSH","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,17,16,9,4,0,0
20102011,"Michal Neuvirth","Neuvirth","Michal",30,"WSH","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,48,45,27,12,0,4
20112012,"Michal Neuvirth","Neuvirth","Michal",30,"WSH","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,38,30,13,13,0,5
20122013,"Michal Neuvirth","Neuvirth","Michal",30,"WSH","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,13,12,4,5,0,2
20132014,"Michal Neuvirth","Neuvirth","Michal",30,"WSH, BUF","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,15,13,4,8,0,2
20142015,"Michal Neuvirth","Neuvirth","Michal",30,"BUF, NYI","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,32,32,7,20,0,4
20152016,"Michal Neuvirth","Neuvirth","Michal",30,"PHI","G","L","1988-03-23","√öst√nadLabem","CZE",NA,"CZE",73,209,2006,2,34,32,29,18,8,0,4
20082009,"Antti Niemi","Niemi","Antti",31,"CHI","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,3,2,1,1,0,1
20092010,"Antti Niemi","Niemi","Antti",31,"CHI","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,39,35,26,7,0,4
20102011,"Antti Niemi","Niemi","Antti",31,"SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,60,60,35,18,0,6
20112012,"Antti Niemi","Niemi","Antti",31,"SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,68,68,34,22,0,9
20122013,"Antti Niemi","Niemi","Antti",31,"SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,43,43,24,12,0,6
20132014,"Antti Niemi","Niemi","Antti",31,"SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,64,64,39,17,0,7
20142015,"Antti Niemi","Niemi","Antti",31,"SJS","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,61,61,31,23,0,7
20152016,"Antti Niemi","Niemi","Antti",31,"DAL","G","L","1983-08-29","Vantaa","FIN",NA,"FIN",74,215,NA,NA,NA,48,43,25,13,0,7
20032004,"Antero Niittymaki","Niittymaki","Antero",30,"PHI","G","L","1980-06-18","Turku","FIN",NA,"FIN",73,195,1998,6,168,3,3,3,0,0,0
20052006,"Antero Niittymaki","Niittymaki","Antero",30,"PHI","G","L","1980-06-18","Turku","FIN",NA,"FIN",73,195,1998,6,168,46,42,23,15,0,6
